id,eng,chn
529,boat,n.小船艇渔船船型物体vt.放于船上vi.划船
530,body,n.身体人主体尸体正文vt.赋予形体体现
531,boil,n.皮下脓肿沸腾vi.沸腾汽化vt.煮沸
532,bold,adj.大胆的冒失的粗体的醒目的无礼的陡峭的
533,bolt,"n.螺栓螺钉插销门闩突发剑弩闪电vt.闩门闩住用螺栓固定在一
起狼吞虎咽vi.冲出去急逃adv.背部挺直地坐或站"
534,bomb,n.炸弹高压罐火山口喷出的熔岩vt.轰炸大败长传vi.失败
535,bond,n.联结联系结合公债债券粘结剂粘合剂
536,bone,"n.骨骨骼核心vt.除去骨头往衣服里加撑条磨光表面vi.努力学习
adv.非常地极其地"
537,bonus,"n. 奖金,红利"
538,book,n.书书籍vt.预定登记vi.通过...预订
539,boom,"vi. n. 急速发展,繁荣,隆隆响"
540,boost,"vt. n. 推进,支援,吹捧"
541,boot,"n. 靴子长统靴(英)汽车行李箱猛踢锁扣vt. 踢穿靴子锁车vi.
(计算机) 启动在(通常为非法停放的汽车)车轮上装制动装置利
用帮助"
542,booth,n.货摊公用电话亭小间
543,border,n.边边缘边界vt.作...之疆界加边
544,bore,"vbl.忍受(动词bear过去式)n.令人讨厌的人枪膛孔井眼枪管口径
涌潮vt.使厌烦钻挖vi.挖掘开凿"
545,born,动词bear的过去分词adj.天生的出生的与生俱来的
546,borrow,vt.借借用借入
547,bosom,n.胸胸部内心
548,boss,n.老板上司vt.指挥控制
549,both,adj.两者的conj.不但…而且…pron.两者(都)
550,bother,vt.烦扰迷惑vi.烦扰操心n.麻烦烦扰
551,bottle,n.瓶酒瓶一瓶vt.装瓶抑制
552,bottom,"n. 底底部根基臀部船身水底服装下面的部分低洼地底色尽头
adj. 底部的vt.  给...装底建立基础到达底部vi.  到达底部垫
底降到最低点"
553,bough,n.大树枝
554,bounce,"n.跳反跃(活)弹力vt.弹跳向...透露注意vi.反跳弹起跳起重新
恢复"
555,bound,"n.跳跃界限范围adj.一定的必定的有义务的受约束的装订的vt.
跳跃前进形成界限"
556,boundary,n.分界线边界
557,bow,"n.弓蝴蝶结鞠躬船头两手准备vi.鞠躬成弓形弯腰首次上演屈服
听从尊重vt.重压弯曲"
558,bowl,"n.碗钵碗状物物体的碗状部分季后赛圆形露天剧场vi.打保龄球
快速移动vt.投球投球得分"
559,box,"n.箱盒包箱专席亭子窘境vt.装...入盒中限制住调和改变形状用
拳击…vi.参与拳击拳击打拳"
560,boy,n.男孩儿子少年家伙
561,boycott,vt.&n.联合抵制
562,brace,n.支柱 vt.拉紧，撑牢
563,bracket,"n. 支架,括弧,托架"
564,brain,n.脑脑髓脑力智力vt.打...的脑袋
565,brake,n.蕨菜闸刹车制动器vt. &vi.制动煞车压榨
566,branch,n.分支树枝分部分科vt & vi.分支分岔
567,brand,n.燃烧的木条剑商品商标牌子烙印类型vt.铭刻打烙印污蔑
568,brandy,n.白兰地酒vt.以白兰地酒调制
569,brass,n.黄铜(制品)黄铜器铜管(乐器)adj.黄铜的
570,brave,"adj.勇敢的华丽的缤纷的vt.勇敢地面对(危险等)抵抗n.勇敢的
人"
571,Brazil,n.巴西
572,Brazilian,n.巴西人adj.巴西的
573,bread,n.面包食物粮食生计vt.撒面包屑
574,breadth,n.宽度幅度幅面
575,break,n.休息中断破裂vt.打破损坏弄破弄坏破坏
576,breakdown,n.崩溃，倒塌；失败
577,breakfast,n.早饭早餐vt.吃早餐vi.提供早餐
578,breast,n.乳房胸脯胸膛vt.面对以胸对着
579,breath,n.气息呼吸气味微风迹象精神一种说话的声音
580,breathe,vi.呼吸vt.呼吸轻声说流露感情注入
581,breed,n.品种族类vt.使繁殖养育繁殖引起vi.繁殖
582,breeze,n.微风和风轻而易举的事vi.飘然而行轻松地得胜或进步
583,bribe,n.贿赂 vt.向…行贿
584,brick,n.砖砖块砖状物积木可靠的朋友vt.(up)用砖砌补用砖堵住
585,bridge,n.桥桥梁桥牌鼻梁vt.渡过架桥
586,brief,n.摘要简报adj.简短的简洁的短暂的vt.作简报简单讨论
587,bright,adj.明亮的阳光的生动的聪明的adv.亮n.亮色
588,brighten,vt.使发光使快活使变亮使生辉vi.发光发亮
589,brilliant,adj.光辉的卓越的灿烂的有才气的杰出的n.宝石
590,brim,n.边边缘帽沿v.(装)满(使)溢出
591,bring,vt.带来引出促使劝诱vi.产生
592,brisk,adj.活泼的活跃的快的清新的敏锐的凛冽的
593,bristle,n.短而硬的毛鬃毛
594,Britain,n.不列颠英国
595,British,adj.不列颠的英国的英联邦的n.英国人英国英语
596,brittle,a.脆的；易损坏的
597,broad,"adj.宽广的阔的广泛的清楚无误的明显的粗俗的adv.完全地
n.(复）河流的延伸"
598,broadcast,n.广播广播节目播音adj.广播的vt. &vi.广播adv.经广播四散地
599,broken,"adj.被打碎的骨折的坏掉的坏掉的v.打破弄坏(break的过去分
词)"
600,bronze,"adj.青铜色的n.青铜青铜制品青铜色铜牌(第三名)vt.使成青铜
色"
601,brood,n.窝同窝幼鸟vt.孵(蛋)沉思
602,brook,n.小河溪流vt.(常用于否定句或疑问句)容忍忍受
603,broom,n.扫帚灌木vt.扫
604,brother,n.兄弟同事同胞教友
605,brow,n.额眉眉毛
606,brown,(姓)布朗adj.褐色的棕色的n.褐色棕色
607,bruise,n.青肿伤痕擦伤瘀青挫伤vi.受伤擦伤vt.使挫伤
608,brush,"n.刷子毛刷画笔轻擦小冲突灌木丛vt.用刷子清洗画拭去打发vi.
轻擦拂拭"
609,brutal,"a. 残忍的,野蛮的,不讲理的"
610,brute,n.禽兽畜生畜生残忍的人adj.残忍的无理性的粗暴的
611,bubble,n.泡泡沫气泡幻想骗局欢乐vi.冒泡沸腾起泡出现洋溢vt.使冒泡
612,bucket,n.水桶吊桶铲斗vt.装在桶里vi.急急忙忙
613,buckle,n.皮带扣vt. &vi.扣住弯曲专心做事屈服adj.带扣弯曲的
614,bud,n.芽萌芽蓓蕾vi.发芽萌芽vt.使发芽
615,budget,n.预算，预算案
616,buffer,"n. 缓冲,缓冲区 vt. 缓冲"
617,bug,n.虫子；臭虫
618,build,vt. &vi.建筑建立创立建造创建开发逐渐增强n.体格身材
619,building,n.建筑物大楼建筑
620,bulb,n.电灯泡球状物
621,bulk,"n.物体容积大批大部分大多数大块大批容积体积vi.变大增加vt.
膨胀出现adj.大量的"
622,bull,"adj.大型的公牛的雄性的n.公牛雄的象买空着像牛的东西斗牛犬
教宗训谕法令vi.猛冲vt.暴力强制"
623,bullet,n.枪弹子弹弹丸
624,bulletin,告示，公告，公报
625,bump,vt.撞击 vi.撞 n.肿块
626,bunch,"n.束球串一群一组凸起大量vi.凸起使成一束(或一群等)vt.使成
一束"
627,bundle,n.捆包束包袱一批一大笔钱vt.捆匆匆送走附赠vi.匆忙
628,burden,n.担子负担重担装载量v.使负重装载烦扰
629,bureau,n.局司处社所办公处
630,bureaucracy,n.官僚主义；官僚机构
631,burial,n.安葬，埋葬，埋藏
632,burn,vt. &vi.烧燃烧烧着烧毁灼伤n.烧伤灼伤
633,burst,n.破裂阵爆发vt. &vi.爆裂突发
634,bury,vt.埋葬葬埋藏
635,bus,n.公共汽车
636,bush,"n.灌木灌木丛矮树荒野狐狸尾巴vt.用灌木保护或支撑加衬套于
vi.成灌木形丛生adj.长得低矮的二流的"
637,business,n.商业生意事务
638,busy,adj.忙的繁忙的杂乱的vt.使忙于vi.忙
639,but,adv.仅仅只conj.但是可是prep.除...以外pron.只有
640,butcher,n.屠夫屠杀者刽子手肉商小贩vt.屠宰滥杀将某事弄得一团糟
641,butter,n.黄油阿谀奉承vt.涂黄油
642,butterfly,n.蝴蝶蝶状物蝶泳vt.(烹饪时把鱼肉等)切开摊平
643,button,"n.扣子按钮像纽扣的东西未成熟的蘑菇按钮vt.扣紧用纽扣装饰
钉纽扣闭嘴vi.扣上"
644,buy,n.合理的价格购买vt.买购买换得收买接受vi.购买
645,buzz,vi.(蜂等)嗡嗡叫
646,by,"prep.在...旁被由经由在...之前根据adv.靠近经过放在一旁地
adj.在旁边的附带的n.次要的事件"
647,bypass,n.旁通管 vt.绕过
648,cabbage,n.洋白菜卷心菜vt.偷窃
649,cabin,n.小木屋船舱机舱vt.抑制vi.住在小屋
650,cabinet,n.橱柜内阁adj.私人的
651,cable,"n.缆索电缆海底电报vt.打海底电报把...拧成缆用缆捆住vi.打
海底电报"
652,cafe,n.咖啡馆小餐厅
653,cafeteria,n.自助食堂adj.有多种选择的
654,cage,n.笼鸟笼囚笼监狱笼状结构vt.关入笼中
655,cake,"n.饼糕蛋糕块状物小菜一碟(容易做成的事)vt.涂厚厚的一层覆
盖填满vi.结成块"
656,calculate,vt.计算估计考虑推测计划vi.计算预测依赖
657,calculation,n.计算计算结果
658,calculator,n.计算器计算者
659,calendar,n.日历月历日程表历书历法vt.进入日历
660,call,"n.呼叫访问打电话请求把…看作vt.把...叫做叫喊呼叫访问打电
话vi.(短暂的)拜访呼叫"
661,calm,n.平稳风平浪静adj.静的平静的冷静的vt. &vi.平静下来镇静
662,camel,n.骆驼浮船箱浅黄棕色
663,camera,n.照相机摄影机罗马教廷的财政部
664,camp,"n.野营营地兵营露营帐棚训练营做作vt. &vi.露营扎营做作adj.
做作的"
665,campaign,n.战役运动活动vt.参加竞赛vi.(从事、组织)活动
666,campus,n.校园学校场地
667,can,aux.v.能会可能n.罐头听头容器vt.罐装vt.炒某人鱿鱼
668,Canada,n.加拿大
669,Canadian,adj.加拿大的加拿大人的n.加拿大人
670,canal,n.运河沟渠管气管食管vt.建运河疏导
671,cancel,n.取消撤消vt.取消撤消删去约分vi.抵消
672,cancer,n.癌癌症肿瘤巨蟹座
673,candidate,n.候选人投考者求职者
674,candle,n.蜡烛烛形物烛光
675,candy,n.糖果砂糖结晶vt.用糖煮使结晶为砂糖vi.结晶为砂糖
676,cannon,n.大炮火炮榴弹炮v.开炮
677,canoe,n.独木舟皮艇划子轻舟v.乘独木舟
678,canon,"n. 教会法规标准、准则正典正式名单教堂里的教士佳能(财富
500强公司之一总部所在地日本主要经营办公设备)"
679,canteen,n.小卖部临时餐室食堂
680,canvas,n.粗帆布； 一块油画布
681,cap,"n.帽子便帽帽状物盖子顶vt.给戴帽覆盖顶端超过形成化学键于
抑制vi.形成化学键"
682,capable,adj.有能力的有才能的足以胜任的有...倾向的
683,capacity,n.容量能力能量容积资格职位adj.(达到最大容量)满的
684,capital,n.资本资金首都大写字母adj.大写的资本的首要的
685,capsule,"n. 胶囊,瓶帽,太空舱"
686,captain,n.陆军上尉队长船长首领vt.率领指挥
687,captive,n.俘虏被监禁的人迷恋者adj.被俘的被迷住的
688,capture,n.抓取战利品捕获之物vt.捕获俘获夺得抓取获得迷住
689,car,n.汽车小汽车轿车车厢吊舱
690,carbon,n.碳灯芯复写纸
691,card,"n.卡卡片名片纸牌打牌节目单vt.附上或提供卡片印卡在卡片上
列出检查资格"
692,care,"n.小心照料忧虑慎思焦虑因素vi.关心介意照顾喜爱vt.介意希望
abbr.=Cooperative for American Remittances to Europe 汇
款到欧洲合作社"
693,career,n.生涯职业事业经历vi.猛冲飞跑vt.在...中急行
694,careful,adj.小心的仔细的细致的
695,careless,adj.粗心的漫不经心的疏忽的n.不关心的粗心的[反]attentive
696,cargo,n.船货货物
697,carpenter,n.木工木匠v.做木工活
698,carpet,n.地毯毡毯毛毯vt.铺以地毯铺盖
699,carriage,n.客车厢四轮马车
700,carrier,"n.运输工具运载工具运送者行李架客运公司航空母舰带菌者电信
公司"
701,carrot,n.胡罗卜报酬好处
702,carry,"n. 搬运射程投射联运vt. 负载承担携带运载运输传送传播表达
带有容纳怀孕延续推动赢得记录vi. 负载被传达容许被运输被通
过"
703,cart,"n.(二轮或四轮)运货马车手推车vt.用马车装载用手提(笨重物
品)强行带走"
704,cartoon,n.漫画，动画片
705,carve,vt.刻雕刻切开vi.雕刻切割
706,case,n.情况事实实情病例箱(子)盒(子)套案例vt.装箱踩点
707,cash,n.现金现款vt.兑现付现款adj.现金的
708,cassette,n.盒式录音带盒子匣子盒式录音机
709,cast,n.演员阵容投掷vt.投扔抛浇铸
710,castle,"n.城堡巨大建筑物vt.置于城堡中(棋)移动王车易位vi.(棋)移动
王车易位"
711,casual,adj.偶然的随便的非正式漫不经心的
712,casualty,"n. 伤亡,受害者"
713,cat,"n.猫猫科猫皮邪恶的女人吊锚机单帆小船vt.吊锚vi.寻找性交伴
侣(CAT)电子计算机横断层扫描"
714,catalog,"n. 目录目录册大学概况手册商品型录vt. 做目录分类说明名入
列表vi. 研究(手册或目录) (商品)在型录中明码标价"
715,catch,"n.捕捉陷阱捕获物接(球等)扣栓物隐患vt.捉住赶上领会了解感
染被钩住击中察觉vi.抓住燃着"
716,category,n.种类，类目；范畴
717,cater,vi.迎合，投合
718,cathedral,n.总教堂；大教堂
719,catholic,a.天主教的n.天主教徒
720,cattle,n.牛牲口家畜畜牲(复数)
721,cause,n.原因理由事业vt.引起使发生
722,caution,n.小心；告诫 vt.警告
723,cautious,a.小心的，谨慎的
724,cave,n.山洞洞穴窑洞vt.挖空塌落屈服vi.塌落
725,cavity,n.洞，穴，空腔
726,cease,vi. &vi. &n.停止终了停息
727,ceiling,n.天花板顶蓬上限
728,celebrate,vt.庆祝歌颂赞美vi.庆祝祝贺颂扬
729,cell,n.细胞小房间电池小组单人牢房(蜂房的)巢室手机
730,cellar,n.地窑地下室vt.把...藏入地窑(或酒窑)
731,cement,"n.水泥胶泥纽带接合剂牙骨质补牙物基石vt.粘结接合用水泥涂
vi.接合起来"
732,census,n. 户口普查 vt.统计调查
733,cent,n.分分币百(分之)
734,center,n.中心中间主角中锋重点vi.居中聚焦于...vt.使集中放在中央
735,centigrade,adj.百分度的摄氏的
736,centimetre,n.公分厘米=centimeter(美）
737,central,"adj.中心的主要的基本的折中的中枢的n.电话交流中央办公室中
心"
738,centre,n.中心中枢聚集点vt.集中置于中央关注于vi.居中
739,century,n.世纪一百年成百的东西
740,ceramic,a. 陶器的 n. 陶瓷制品
741,cereal,n.谷类，五谷，禾谷
742,ceremony,n.典礼仪式礼节礼仪
743,certain,adj.确实的肯定的必然的特定的pron.某几个某些
744,certainly,adv.一定必定当然
745,certainty,n.确实性，确信，确实
746,certificate,n.证(明)书证件执照vt.批准认可发证书给...
747,certify,"vt.vi. 证明,保证"
748,chain,n.链链条项圈连锁束缚vt.用铁练锁住束缚囚禁
749,chair,n.椅子主席席位讲座要职vt.上任使担任(某事务)的主席主持
750,chairman,n.主席议长会长
751,chalk,n.白垩粉笔v.用粉笔写记录
752,challenge,n.挑战要求需要v.向...挑战
753,chamber,n.会议室房间会所室腔vt.装入室中(枪膛)adj.室内演奏的
754,champion,n.冠军得胜者拥护者勇士vt.保卫拥护
755,chance,n.机会意外运气风险可能性vi.偶然发生vt.偶然发生冒险
756,change,n.改变变化零钱vt. &vi.改变
757,channel,n.海峡渠道通道频道方法vt.引导开导形成河道输送
758,chaos,"n. 大混乱,混沌"
759,chapter,n.章回篇牧师的例行会议地方分会
760,character,n.性格个性品质特性角色字符人物名誉地位adj.
761,characteristic,adj.特有的典型的n.特性特征特色
762,characterize,vt.表示…的特性
763,charge,"vt. &vi.索价控告加罪于要价赊帐充电管理n.电荷指控费用照顾
责任"
764,charity,n.施舍慈善事业慈善慈善机关(团体)仁慈宽厚
765,charm,n.魅力；妩媚 vi.迷人
766,charming,adj迷人的可爱的
767,chart,n.图图表海图vt.制成图表
768,charter,vt.租 n.宪章；契据
769,chase,n.追逐追赶追求狩猎争取vt.追捕狩猎
770,chat,"n. 闲谈 vi. 闲谈,聊天"
771,cheap,adj.廉价的便宜的劣质的品质低的虚伪的adv.便宜地
772,cheat,n.骗子欺骗行为vt.骗取哄作弊vi.行骗作弊
773,check,"vt.检查制止阻止核对(国际象棋)将军n.检查支票账单制止阻止
物检验标准(国际象棋)将军"
774,cheek,n.面颊脸蛋vt.粗鲁地向...讲
775,cheer,n.愉快激励欢呼vt.欢呼加油鼓舞快活起来vi.使振奋欢呼
776,cheerful,adj.快乐的愉快的
777,cheese,n.乳酪干酪要求照相的人说的口形词vt.停止
778,chemical,adj.化学的n.化学制品
779,chemist,n.化学家药剂师
780,chemistry,n.化学化学性质相互作用
781,cheque,n.支票
782,cherish,vt.珍爱；怀有(感情)
783,cherry,n.樱桃樱桃树樱桃色
784,chess,n.棋国际象棋
785,chest,n.胸腔胸膛(大)箱子金库资金一箱密封室：衣橱
